customer_id,first_name,last_name,state,city,signup_date,customer_segment
C01364,Benjamin,Wilson,VIC,Bendigo,2022-01-17,Budget
C01365,Oliver,Allen,NSW,Sydney,2022-07-23,Budget
C01366,Chloe,Johnson,NSW,Wollongong,2024-07-28,Budget
C01367,Oliver,Walker,QLD,Brisbane,2024-05-13,Budget
C01368,Ruby,Thompson,SA,Adelaide,2024-03-17,Premium
C01369,Mason,Brown,NSW,Sydney,2023-08-17,Regular
C01370,Isla,Clark,WA,Perth,2021-07-30,Regular
C01371,Olivia,Thompson,QLD,Townsville,2022-12-04,Premium
C01372,Daniel,Green,TAS,Launceston,2023-03-28,Budget
C01373,Ethan,Chen,TAS,Hobart,2022-08-07,Budget
C01374,Sebastian,Thomas,NSW,Sydney,2021-10-23,Premium
C01375,Zoe,Wright,NSW,Wollongong,2022-05-31,Regular
C01376,Zoe,Thomas,VIC,Melbourne,2022-08-01,Regular
C01377,Ethan,Walker,NSW,Newcastle,2022-02-02,Regular
C01378,Lucas,Brown,QLD,Sunshine Coast,2024-10-18,Regular
C01379,Ruby,Thomas,WA,Bunbury,2022-07-15,Regular
C01380,Ethan,Nguyen,VIC,Bendigo,2021-12-02,Budget
C01381,Ella,Thompson,QLD,Townsville,2023-10-21,Regular
C01382,Ella,Chen,ACT,Canberra,2022-04-14,Budget
C01383,Emma,Green,QLD,Brisbane,2023-01-17,Regular
C01384,Lucas,Scott,WA,Fremantle,2022-04-01,Budget
C01385,Chloe,Jones,NSW,Newcastle,2024-05-07,Regular
C01386,Thomas,Walker,VIC,Melbourne,2024-04-17,Regular
C01387,Emma,Young,NSW,Wollongong,2023-05-29,Regular
C01388,Oliver,Allen,VIC,Melbourne,2024-01-04,Regular
C01389,William,Thompson,VIC,Melbourne,2023-10-01,Budget
C01390,Sophia,Thompson,QLD,Townsville,2023-12-09,Premium
C01391,Daniel,King,TAS,Hobart,2022-08-07,Regular
C01392,Olivia,Thomas,NSW,Sydney,2023-11-06,Premium
C01393,Mia,Wright,NSW,Newcastle,2024-02-03,Regular
C01394,Sebastian,Nguyen,QLD,Townsville,2023-02-11,Premium
C01395,Ava,Smith,QLD,Townsville,2023-02-10,Regular
C01396,Charlotte,Lee,NSW,Sydney,2022-06-21,Budget
C01397,Benjamin,Hall,QLD,Gold Coast,2023-11-10,Budget
C01398,Ava,Lee,VIC,Melbourne,2023-02-07,Budget
C01399,Daniel,Clark,VIC,Melbourne,2022-05-07,Budget
C01400,Harper,Kelly,VIC,Bendigo,2024-01-22,Regular
C01401,Mia,Jones,NSW,Wollongong,2024-08-10,Budget
C01402,Benjamin,Lee,VIC,Melbourne,2023-11-02,Budget
C01403,Henry,Ryan,QLD,Sunshine Coast,2021-08-15,Regular
C01404,Ella,Smith,QLD,Townsville,2022-09-18,Budget
C01405,Ruby,Chen,VIC,Ballarat,2024-07-08,Regular
C01406,Grace,Nguyen,VIC,Bendigo,2022-01-26,Regular
C01407,Daniel,Johnson,VIC,Bendigo,2021-07-13,Regular
C01408,Chloe,Green,VIC,Bendigo,2022-09-19,Premium
C01409,Daniel,Clark,QLD,Townsville,2022-02-24,Budget
C01410,Ethan,Wright,VIC,Bendigo,2023-06-08,Budget
C01411,Emma,Singh,NSW,Newcastle,2022-12-31,Premium
C01412,Henry,Brown,VIC,Geelong,2022-07-14,Regular
C01413,Alexander,Jones,WA,Fremantle,2023-02-12,Regular
C01414,Oliver,Taylor,NT,Darwin,2022-11-17,Regular
C01415,Amelia,Walker,WA,Bunbury,2021-08-05,Budget
C01416,Henry,Martin,NSW,Newcastle,2022-02-03,Premium
C01417,Alexander,Martin,NT,Darwin,2021-09-04,Budget
C01418,Harper,Hall,SA,Adelaide,2021-09-12,Budget
C01419,Sebastian,Hall,VIC,Melbourne,2022-01-03,Budget
C01420,Noah,Taylor,WA,Perth,2024-07-26,Regular
C01421,William,Clark,QLD,Gold Coast,2023-06-11,Regular
C01422,James,Thompson,VIC,Bendigo,2021-12-21,Regular
C01423,Thomas,Young,WA,Perth,2022-07-19,Regular
C01424,Ella,Taylor,QLD,Gold Coast,2024-01-27,Regular
C01425,Lucas,White,NSW,Wollongong,2023-09-28,Regular
C01426,Thomas,Walker,NSW,Central Coast,2022-09-11,Regular
C01427,James,Smith,SA,Mount Gambier,2024-04-23,Budget
C01428,Emma,Thompson,VIC,Melbourne,2024-04-25,Budget
C01429,Zoe,Jones,NSW,Newcastle,2023-11-06,Regular
C01430,Grace,Clark,QLD,Gold Coast,2024-08-20,Regular
C01431,Ruby,Singh,WA,Bunbury,2023-01-27,Regular
C01432,Olivia,Allen,QLD,Sunshine Coast,2023-03-05,Budget
C01433,Charlotte,Scott,NSW,Newcastle,2023-09-06,Regular
C01434,Ethan,Chen,VIC,Bendigo,2023-05-09,Budget
C01435,Alexander,Thompson,VIC,Geelong,2023-02-08,Regular
C01436,William,Johnson,VIC,Geelong,2024-05-01,Budget
C01437,Grace,Taylor,NSW,Wollongong,2024-05-03,Regular
C01438,William,Lewis,NSW,Wollongong,2022-10-08,Budget
C01439,Sophia,Chen,VIC,Melbourne,2021-10-01,Budget
C01440,Noah,Harris,VIC,Melbourne,2021-09-06,Budget
C01441,Jack,Hall,NSW,Sydney,2023-12-16,Regular
C01442,Lucas,Hall,QLD,Gold Coast,2023-05-19,Regular
C01443,Ella,Lewis,WA,Bunbury,2022-03-14,Budget
C01444,Isla,Young,NSW,Wollongong,2024-04-23,Premium
C01445,Isla,Walker,VIC,Melbourne,2022-03-28,Budget
C01446,Henry,Johnson,NSW,Sydney,2023-10-19,Budget
C01447,Alexander,Ryan,VIC,Ballarat,2024-05-13,Regular
C01448,Thomas,Harris,QLD,Sunshine Coast,2024-09-09,Regular
C01449,Ava,Ryan,QLD,Townsville,2023-10-02,Budget
C01450,Ella,Wright,NSW,Central Coast,2022-02-20,Budget
C01451,Daniel,Taylor,VIC,Geelong,2023-12-20,Regular
C01452,Thomas,Brown,SA,Mount Gambier,2022-01-30,Premium
C01453,Noah,Nguyen,NSW,Wollongong,2021-08-22,Premium
C01454,Olivia,Hall,NSW,Wollongong,2023-02-12,Regular
C01455,William,Scott,NSW,Central Coast,2021-09-08,Budget
C01456,Alexander,Nguyen,NSW,Newcastle,2024-02-27,Regular
C01457,William,Kelly,NSW,Sydney,2023-10-04,Regular
C01458,Daniel,Allen,VIC,Ballarat,2023-07-13,Regular
C01459,Zoe,Harris,QLD,Gold Coast,2024-03-30,Premium
C01460,Sebastian,Singh,QLD,Gold Coast,2023-03-29,Regular
C01461,Amelia,Robinson,QLD,Townsville,2022-09-20,Budget
C01462,Benjamin,Taylor,NSW,Central Coast,2022-12-21,Premium
C01463,Grace,Robinson,QLD,Sunshine Coast,2024-07-24,Premium
C01464,Zoe,Lee,NSW,Sydney,2024-08-11,Premium
C01465,Alexander,Taylor,VIC,Melbourne,2022-02-02,Premium
C01466,Lily,Allen,TAS,Launceston,2022-07-27,Regular
C01467,Sebastian,Thompson,SA,Mount Gambier,2021-11-21,Budget
C01468,Olivia,Thompson,VIC,Melbourne,2024-03-03,Budget
C01469,Amelia,Thomas,VIC,Bendigo,2021-07-20,Budget
C01470,William,Wilson,NSW,Sydney,2021-12-21,Premium
C01471,Thomas,Singh,NSW,Sydney,2022-04-12,Regular
C01472,Liam,Anderson,NSW,Wollongong,2022-06-07,Regular
C01473,Amelia,Martin,VIC,Ballarat,2022-03-19,Regular
C01474,Zoe,King,VIC,Melbourne,2021-09-15,Regular
C01475,Mia,Brown,QLD,Townsville,2024-04-07,Budget
C01476,Emma,Lee,NSW,Wollongong,2024-01-08,Premium
C01477,Chloe,Singh,NSW,Newcastle,2021-07-09,Regular
C01478,Harper,Williams,NSW,Newcastle,2023-02-14,Premium
C01479,Ava,Nguyen,WA,Bunbury,2022-07-22,Budget
C01480,Thomas,Green,VIC,Geelong,2022-10-16,Premium
C01481,Isla,King,VIC,Melbourne,2021-06-03,Budget
C01482,Mason,Lee,NSW,Newcastle,2021-06-02,Regular
C01483,Isla,Chen,NSW,Wollongong,2023-07-19,Budget
C01484,Alexander,Kelly,NSW,Wollongong,2021-09-02,Regular
C01485,Isla,Wilson,NSW,Sydney,2023-08-19,Premium
C01486,Ella,Hall,QLD,Sunshine Coast,2023-11-02,Regular
C01487,Lily,Harris,NSW,Wollongong,2022-11-18,Budget
C01488,Sebastian,Thompson,NSW,Wollongong,2023-05-01,Regular
C01489,Olivia,Scott,NSW,Newcastle,2021-06-05,Premium
C01490,Lily,Clark,NSW,Newcastle,2023-09-25,Premium
C01491,Ruby,Chen,VIC,Bendigo,2024-06-07,Regular
C01492,James,Allen,QLD,Brisbane,2023-11-29,Premium
C01493,Zoe,Hall,VIC,Ballarat,2023-08-02,Regular
C01494,Mason,Johnson,QLD,Brisbane,2022-02-11,Regular
C01495,Lucas,Green,VIC,Geelong,2021-07-11,Budget
C01496,Grace,Anderson,QLD,Gold Coast,2021-12-02,Budget
C01497,James,Jones,WA,Perth,2022-09-23,Budget
C01498,Isla,Chen,NSW,Newcastle,2021-06-15,Regular
C01499,Oliver,Robinson,VIC,Ballarat,2024-08-09,Premium
C01500,Daniel,Williams,NSW,Newcastle,2021-10-12,Premium
C01501,Sophia,Johnson,NSW,Newcastle,2024-05-07,Budget
C01502,Lucas,Robinson,WA,Perth,2024-05-27,Premium
C01503,Grace,Jones,SA,Adelaide,2023-10-23,Premium
C01504,Thomas,Martin,WA,Fremantle,2023-11-03,Budget
C01505,Zoe,Jones,NSW,Central Coast,2024-03-11,Regular
C01506,Thomas,Robinson,SA,Adelaide,2021-09-05,Regular
C01507,Emma,Scott,VIC,Melbourne,2023-08-12,Regular
C01508,Thomas,Williams,VIC,Melbourne,2022-09-06,Budget
C01509,Emma,Chen,SA,Adelaide,2022-05-03,Regular
C01510,Olivia,Kelly,QLD,Brisbane,2024-02-08,Regular
C01511,Henry,White,WA,Fremantle,2022-10-26,Regular
C01512,Jack,Williams,TAS,Hobart,2023-04-15,Premium
C01513,Chloe,Brown,QLD,Townsville,2021-12-13,Premium
C01514,Ruby,Wright,NSW,Sydney,2021-08-08,Regular
C01515,Harper,Jones,QLD,Gold Coast,2021-10-05,Budget
C01516,Liam,Robinson,NSW,Central Coast,2021-10-13,Regular
C01517,Zoe,Walker,NSW,Central Coast,2023-09-01,Regular
C01518,Ethan,Walker,NSW,Sydney,2023-12-16,Regular
C01519,Lucas,Hall,WA,Bunbury,2021-12-25,Regular
C01520,Noah,Smith,NSW,Wollongong,2024-09-16,Regular
C01521,Charlotte,Scott,QLD,Brisbane,2024-09-27,Budget
C01522,Daniel,King,VIC,Ballarat,2023-05-29,Regular
C01523,Liam,Wilson,VIC,Geelong,2022-03-09,Budget
C01524,Zoe,Nguyen,NSW,Central Coast,2024-04-16,Budget
C01525,Sebastian,Thompson,NSW,Newcastle,2022-03-29,Regular
C01526,Lucas,Wilson,NSW,Sydney,2024-04-26,Premium
C01527,Charlotte,Chen,NSW,Sydney,2023-10-13,Regular
C01528,Henry,Clark,SA,Adelaide,2023-05-01,Regular
C01529,Benjamin,Kelly,QLD,Townsville,2024-10-11,Premium
C01530,Amelia,Taylor,VIC,Ballarat,2024-11-13,Regular
C01531,Olivia,Chen,NSW,Sydney,2024-03-12,Regular
C01532,Jack,Lee,NSW,Newcastle,2024-01-12,Premium
C01533,Oliver,Allen,QLD,Sunshine Coast,2023-07-10,Regular
C01534,Olivia,Robinson,ACT,Canberra,2021-06-21,Regular
C01535,Chloe,Green,NSW,Wollongong,2023-11-19,Regular
C01536,William,Taylor,QLD,Brisbane,2021-07-31,Regular
C01537,Alexander,White,NSW,Wollongong,2022-05-23,Regular
C01538,Mason,Brown,NSW,Sydney,2022-05-27,Budget
C01539,Ruby,Brown,NSW,Newcastle,2023-07-17,Premium
C01540,James,Hall,VIC,Geelong,2023-02-15,Regular
C01541,Sebastian,Scott,VIC,Geelong,2024-05-15,Budget
C01542,Mason,Wilson,VIC,Melbourne,2022-01-29,Regular
C01543,James,Thompson,WA,Perth,2024-05-26,Regular
C01544,Chloe,Johnson,QLD,Gold Coast,2021-09-03,Budget
C01545,Liam,Chen,WA,Fremantle,2022-04-01,Regular
C01546,Ruby,Lee,WA,Perth,2024-04-06,Budget
C01547,Sebastian,Williams,NSW,Sydney,2024-01-20,Budget
C01548,Ella,Harris,NSW,Central Coast,2024-04-08,Regular
C01549,Lily,Lee,NSW,Wollongong,2024-05-12,Premium
C01550,Charlotte,White,VIC,Bendigo,2024-09-08,Premium
C01551,William,Walker,SA,Mount Gambier,2022-09-24,Regular
C01552,Emma,Wilson,SA,Adelaide,2023-07-07,Regular
C01553,Jack,Kelly,QLD,Sunshine Coast,2023-11-28,Premium
C01554,Thomas,Walker,NSW,Wollongong,2023-10-21,Regular
C01555,Olivia,Taylor,VIC,Bendigo,2023-03-12,Regular
C01556,Emma,Anderson,VIC,Ballarat,2021-11-03,Regular
C01557,Ethan,Martin,WA,Bunbury,2024-06-24,Premium
C01558,Liam,Robinson,SA,Adelaide,2022-01-29,Regular
C01559,Daniel,Allen,NSW,Newcastle,2023-04-06,Regular
C01560,Ava,Wright,QLD,Sunshine Coast,2022-06-26,Budget
C01561,William,Allen,QLD,Sunshine Coast,2021-06-18,Budget
C01562,Zoe,Chen,VIC,Bendigo,2023-09-09,Budget
C01563,Daniel,Lewis,NSW,Newcastle,2023-08-24,Regular
C01564,Alexander,Young,NSW,Newcastle,2024-04-22,Premium
C01565,Amelia,Wright,VIC,Bendigo,2023-04-29,Budget
C01566,Benjamin,Robinson,NSW,Central Coast,2022-08-04,Regular
C01567,William,Lewis,NSW,Newcastle,2024-08-26,Budget
C01568,Thomas,Singh,NSW,Wollongong,2023-04-27,Regular
C01569,Chloe,Hall,QLD,Sunshine Coast,2023-03-30,Premium
C01570,Amelia,Kelly,NSW,Newcastle,2022-04-11,Budget
C01571,Mia,Williams,QLD,Townsville,2023-07-21,Regular
C01572,Chloe,Harris,VIC,Geelong,2024-01-29,Regular
C01573,Lucas,Robinson,QLD,Sunshine Coast,2021-12-08,Regular
C01574,Emma,Green,NSW,Central Coast,2021-07-25,Regular
C01575,Lucas,Ryan,TAS,Launceston,2022-07-27,Regular
C01576,Oliver,Thompson,NSW,Sydney,2023-06-25,Premium
C01577,Noah,Wilson,WA,Fremantle,2023-08-10,Regular
C01578,Ruby,Wright,VIC,Bendigo,2021-10-19,Regular
C01579,Lily,Singh,NSW,Newcastle,2023-02-25,Regular
C01580,Lily,Singh,VIC,Ballarat,2024-09-16,Regular
C01581,Harper,Williams,VIC,Geelong,2021-06-16,Budget
C01582,Mason,Kelly,WA,Bunbury,2022-10-19,Premium
C01583,Daniel,Williams,WA,Fremantle,2024-01-04,Premium
C01584,Lily,Hall,NSW,Central Coast,2023-05-12,Budget
C01585,Ruby,King,NSW,Newcastle,2023-09-29,Regular
C01586,Oliver,Clark,QLD,Townsville,2023-07-28,Budget
C01587,Benjamin,Taylor,VIC,Bendigo,2021-08-29,Regular
C01588,Daniel,Scott,NSW,Wollongong,2021-10-15,Premium
C01589,Alexander,Brown,NSW,Central Coast,2023-09-21,Budget
C01590,Zoe,Thompson,NT,Darwin,2022-01-02,Premium
C01591,Liam,Harris,VIC,Geelong,2022-10-31,Regular
C01592,Mia,Wright,NSW,Central Coast,2023-07-21,Regular
C01593,Lily,Green,NSW,Sydney,2021-06-22,Regular
C01594,Emma,Robinson,NSW,Central Coast,2024-02-18,Regular
C01595,Sophia,Allen,QLD,Townsville,2022-03-15,Regular
C01596,William,Brown,NSW,Sydney,2024-10-26,Regular
C01597,Zoe,Smith,VIC,Bendigo,2022-05-11,Regular
C01598,Charlotte,Clark,QLD,Gold Coast,2023-11-20,Regular
C01599,Isla,Chen,NSW,Newcastle,2023-11-23,Premium
C01600,William,Harris,WA,Bunbury,2021-12-28,Regular
C01601,Zoe,Johnson,NSW,Sydney,2021-09-08,Budget
C01602,Olivia,Walker,SA,Mount Gambier,2022-10-02,Regular
C01603,Lucas,Singh,NSW,Sydney,2023-04-22,Budget
C01604,Liam,Walker,NSW,Sydney,2022-05-10,Budget
C01605,Charlotte,King,VIC,Ballarat,2023-03-23,Premium
C01606,Charlotte,Brown,NSW,Central Coast,2023-10-25,Regular
C01607,Amelia,Smith,VIC,Geelong,2021-07-01,Regular
C01608,Isla,Martin,VIC,Bendigo,2022-08-25,Regular
C01609,Charlotte,Walker,QLD,Sunshine Coast,2021-08-29,Regular
C01610,Ethan,Green,NSW,Central Coast,2021-12-26,Budget
C01611,Sebastian,Thompson,WA,Perth,2022-10-29,Budget
C01612,Grace,Young,ACT,Canberra,2022-02-28,Regular
C01613,Olivia,King,SA,Mount Gambier,2024-02-13,Regular
C01614,Daniel,White,SA,Mount Gambier,2023-07-24,Premium
C01615,Zoe,Scott,VIC,Melbourne,2022-09-20,Regular
C01616,Sebastian,Williams,NSW,Newcastle,2023-10-26,Budget
C01617,Ava,Thomas,NSW,Wollongong,2024-03-18,Regular
C01618,Sebastian,Harris,NSW,Sydney,2022-10-01,Budget
C01619,Grace,Hall,QLD,Sunshine Coast,2022-03-02,Regular
C01620,Jack,Wright,QLD,Townsville,2023-01-12,Budget
C01621,Liam,Green,QLD,Sunshine Coast,2022-10-10,Regular
C01622,Mia,Ryan,SA,Adelaide,2022-08-30,Premium
C01623,Henry,Williams,VIC,Bendigo,2021-06-13,Regular
C01624,Ava,Williams,TAS,Hobart,2022-03-17,Budget
C01625,Thomas,Lewis,NSW,Newcastle,2022-09-27,Premium
C01626,Oliver,King,VIC,Geelong,2022-07-10,Regular
C01627,Grace,Johnson,NSW,Wollongong,2024-08-24,Regular
C01628,James,Thomas,NSW,Central Coast,2021-11-11,Budget
C01629,Sebastian,Lewis,VIC,Bendigo,2023-11-21,Regular
C01630,Mia,Walker,VIC,Geelong,2024-02-13,Regular
C01631,Alexander,Lewis,WA,Fremantle,2024-10-01,Premium
C01632,William,Thomas,NSW,Central Coast,2024-01-06,Regular
C01633,Lily,Lee,VIC,Bendigo,2021-10-26,Regular
C01634,Ella,Lewis,NSW,Newcastle,2021-06-09,Regular
C01635,Mia,Lewis,QLD,Townsville,2023-09-07,Budget
C01636,Chloe,Williams,VIC,Bendigo,2023-02-21,Premium
C01637,Chloe,Taylor,VIC,Melbourne,2022-02-10,Regular
C01638,Zoe,Lewis,NSW,Central Coast,2022-11-05,Budget
C01639,Grace,Thomas,VIC,Bendigo,2023-06-25,Premium
C01640,Mason,Allen,SA,Adelaide,2022-10-10,Regular
C01641,Harper,Singh,VIC,Melbourne,2022-03-30,Regular
C01642,Lucas,Allen,NSW,Newcastle,2024-10-16,Premium
C01643,Mason,Thomas,NSW,Sydney,2021-12-07,Premium
C01644,Ruby,Walker,VIC,Melbourne,2024-04-27,Budget
C01645,Ella,Robinson,NSW,Central Coast,2022-10-31,Premium
C01646,Thomas,Young,QLD,Townsville,2024-09-13,Regular
C01647,Chloe,Young,WA,Bunbury,2021-11-30,Regular
C01648,Mason,Lewis,WA,Perth,2022-12-03,Budget
C01649,Isla,Lee,VIC,Ballarat,2021-06-14,Budget
C01650,Grace,Anderson,NSW,Sydney,2023-10-04,Premium
C01651,Lily,Wilson,QLD,Gold Coast,2022-05-28,Regular
C01652,Harper,Kelly,NSW,Newcastle,2024-03-26,Budget
C01653,Oliver,Hall,WA,Perth,2022-07-17,Regular
C01654,Mason,King,QLD,Sunshine Coast,2023-09-16,Regular
C01655,Mia,Brown,NSW,Newcastle,2021-11-11,Regular
C01656,Henry,Lee,NSW,Wollongong,2021-07-31,Premium
C01657,Zoe,Smith,QLD,Brisbane,2021-06-20,Regular
C01658,Ethan,Smith,QLD,Brisbane,2021-12-16,Regular
C01659,Amelia,King,VIC,Ballarat,2024-02-21,Regular
C01660,Isla,White,VIC,Ballarat,2023-05-04,Budget
C01661,James,Wright,SA,Mount Gambier,2023-07-16,Premium
C01662,Lily,Thomas,VIC,Melbourne,2021-06-07,Regular
C01663,Benjamin,Ryan,QLD,Gold Coast,2021-07-23,Premium
C01664,Lucas,Singh,NSW,Newcastle,2023-06-25,Regular
C01665,Olivia,Chen,WA,Bunbury,2023-09-25,Premium
C01666,Benjamin,Jones,TAS,Launceston,2021-07-05,Premium
C01667,Henry,Thomas,TAS,Launceston,2023-11-27,Regular
C01668,Mason,Green,QLD,Brisbane,2023-05-15,Regular
C01669,Charlotte,Clark,VIC,Melbourne,2023-07-29,Regular
C01670,Emma,Anderson,NSW,Sydney,2022-02-17,Regular
C01671,Harper,Brown,WA,Bunbury,2024-01-13,Regular
C01672,Zoe,Singh,VIC,Geelong,2022-10-12,Regular
C01673,Olivia,Taylor,QLD,Brisbane,2023-11-08,Budget
C01674,Jack,Lewis,SA,Mount Gambier,2023-07-26,Budget
C01675,Mason,Robinson,NSW,Central Coast,2022-02-08,Premium
C01676,Amelia,Wright,QLD,Townsville,2021-12-03,Budget
C01677,Lily,Lewis,NSW,Sydney,2023-05-04,Regular
C01678,Thomas,Hall,QLD,Townsville,2024-07-25,Budget
C01679,Noah,Williams,NSW,Wollongong,2022-01-23,Regular
C01680,Ava,Wright,VIC,Geelong,2022-01-24,Premium
C01681,William,Jones,NSW,Central Coast,2024-08-25,Budget
C01682,Amelia,Young,QLD,Gold Coast,2023-08-04,Budget
C01683,Chloe,White,VIC,Geelong,2024-04-30,Premium
C01684,Amelia,Wilson,NSW,Sydney,2024-06-07,Budget
C01685,Harper,Wilson,WA,Fremantle,2022-08-23,Regular
C01686,William,Ryan,QLD,Gold Coast,2021-08-10,Premium
C01687,Lily,Kelly,NT,Darwin,2022-12-13,Budget
C01688,Mia,Jones,VIC,Geelong,2024-03-10,Regular
C01689,Charlotte,Wright,ACT,Canberra,2022-04-09,Budget
C01690,Zoe,Taylor,QLD,Gold Coast,2021-09-16,Budget
C01691,Isla,Singh,WA,Bunbury,2023-08-12,Regular
C01692,Amelia,Walker,SA,Adelaide,2021-07-15,Premium
C01693,Ella,Lewis,QLD,Sunshine Coast,2023-08-11,Regular
C01694,Ava,Thompson,NSW,Newcastle,2024-06-27,Regular
C01695,Oliver,Kelly,QLD,Brisbane,2023-02-13,Regular
C01696,Charlotte,Johnson,NSW,Central Coast,2023-01-18,Budget
C01697,Benjamin,Kelly,WA,Perth,2021-06-19,Regular
C01698,Thomas,Singh,NSW,Newcastle,2023-07-12,Budget
C01699,Henry,Taylor,WA,Perth,2021-12-14,Regular
C01700,Chloe,Walker,SA,Adelaide,2024-04-21,Premium
C01701,Jack,Thomas,TAS,Launceston,2022-10-15,Regular
C01702,Ethan,Singh,VIC,Geelong,2023-07-09,Budget
C01703,Grace,Harris,QLD,Townsville,2023-07-23,Regular
C01704,Henry,Chen,VIC,Melbourne,2022-01-25,Regular
C01705,Chloe,Lee,QLD,Gold Coast,2021-07-18,Premium
C01706,Henry,Chen,NSW,Sydney,2024-09-27,Regular
C01707,Amelia,Williams,QLD,Sunshine Coast,2024-08-14,Regular
C01708,Olivia,Thomas,QLD,Gold Coast,2023-09-09,Budget
C01709,Chloe,Robinson,VIC,Bendigo,2021-10-09,Premium
C01710,Ruby,Brown,QLD,Brisbane,2022-07-30,Budget
C01711,Ethan,Thompson,NSW,Newcastle,2021-06-11,Premium
C01712,Oliver,Williams,NSW,Newcastle,2024-08-21,Regular
C01713,Ella,Anderson,VIC,Melbourne,2021-11-21,Budget
C01714,Lucas,Smith,VIC,Geelong,2023-10-15,Budget
C01715,William,Singh,NSW,Sydney,2024-04-29,Budget
C01716,Amelia,Ryan,VIC,Geelong,2024-08-25,Regular
C01717,Charlotte,Clark,SA,Mount Gambier,2024-10-24,Premium
C01718,Ava,Anderson,NSW,Sydney,2022-09-29,Regular
C01719,Charlotte,Kelly,WA,Perth,2022-03-02,Premium
C01720,Alexander,Martin,VIC,Geelong,2024-11-26,Regular
C01721,Sophia,Singh,NSW,Newcastle,2023-08-29,Regular
C01722,Grace,Lewis,VIC,Geelong,2024-06-02,Regular
C01723,Grace,Allen,NSW,Newcastle,2023-07-03,Premium
C01724,Amelia,Hall,VIC,Geelong,2023-10-08,Budget
C01725,Sophia,Brown,VIC,Melbourne,2024-10-19,Regular
C01726,Emma,Nguyen,VIC,Bendigo,2021-10-14,Regular
C01727,Jack,Martin,SA,Mount Gambier,2022-03-27,Budget
C01728,Noah,Hall,NSW,Central Coast,2022-08-30,Regular
C01729,William,Kelly,SA,Adelaide,2024-05-14,Budget
C01730,Lily,Kelly,WA,Fremantle,2021-12-13,Premium
C01731,Ruby,Jones,WA,Bunbury,2022-12-08,Premium
C01732,Daniel,Singh,NSW,Central Coast,2022-06-06,Regular
C01733,Sophia,Smith,TAS,Launceston,2024-02-02,Premium
C01734,Chloe,Lewis,QLD,Gold Coast,2022-02-14,Regular
C01735,Thomas,Clark,NSW,Wollongong,2022-10-24,Premium
C01736,Ella,Anderson,VIC,Bendigo,2023-05-26,Budget
C01737,Ruby,Green,NSW,Central Coast,2024-05-02,Budget
C01738,Thomas,Young,WA,Fremantle,2021-11-26,Budget
C01739,Jack,Williams,NSW,Sydney,2021-11-10,Regular
C01740,Alexander,Green,NSW,Sydney,2021-11-21,Budget
C01741,Mason,Lewis,VIC,Melbourne,2023-10-17,Premium
C01742,Lucas,Scott,NSW,Central Coast,2024-04-20,Premium
C01743,Charlotte,Green,VIC,Melbourne,2023-09-09,Regular
C01744,Daniel,Nguyen,WA,Perth,2023-10-19,Budget
C01745,Oliver,Singh,NSW,Sydney,2024-10-26,Regular
C01746,Isla,Wilson,SA,Adelaide,2022-05-25,Regular
C01747,Oliver,Nguyen,VIC,Melbourne,2023-10-14,Regular
C01748,Benjamin,Young,TAS,Launceston,2022-10-25,Budget
C01749,Sophia,Johnson,WA,Fremantle,2023-02-03,Regular
C01750,Mason,Green,NSW,Central Coast,2022-08-20,Budget
C01751,Benjamin,Lee,TAS,Hobart,2024-01-05,Budget
C01752,William,Nguyen,NSW,Sydney,2024-11-12,Regular
C01753,Olivia,Brown,NSW,Wollongong,2022-06-17,Regular
C01754,Ruby,Wilson,VIC,Geelong,2021-11-21,Premium
C01755,Lucas,Martin,VIC,Bendigo,2021-06-15,Regular
C01756,Thomas,Scott,NSW,Central Coast,2023-07-07,Regular
C01757,Lucas,Allen,NSW,Wollongong,2022-01-09,Budget
C01758,Olivia,Nguyen,VIC,Geelong,2023-05-26,Budget
C01759,Liam,Wilson,SA,Adelaide,2022-01-13,Regular
C01760,Charlotte,Lee,VIC,Ballarat,2021-08-04,Regular
C01761,Alexander,Lee,TAS,Launceston,2022-01-30,Regular
C01762,Zoe,Young,WA,Bunbury,2022-02-16,Regular
C01763,Noah,Hall,SA,Mount Gambier,2022-02-25,Regular
C01764,Zoe,Singh,NSW,Newcastle,2023-05-06,Premium
C01765,Daniel,Smith,NSW,Wollongong,2023-10-28,Budget
C01766,Zoe,Walker,VIC,Ballarat,2022-12-30,Regular
C01767,Sophia,Young,NSW,Newcastle,2024-04-13,Regular
C01768,Thomas,Johnson,NSW,Wollongong,2022-10-20,Premium
C01769,Charlotte,Wright,VIC,Melbourne,2024-03-25,Premium
C01770,Mia,Jones,QLD,Gold Coast,2022-09-13,Regular
C01771,Sebastian,Johnson,NSW,Newcastle,2022-03-27,Regular
C01772,William,Clark,NSW,Sydney,2023-07-19,Regular
C01773,Henry,Jones,QLD,Gold Coast,2022-08-29,Regular
C01774,James,Martin,VIC,Melbourne,2023-02-14,Regular
C01775,Liam,Taylor,SA,Mount Gambier,2022-10-19,Regular
C01776,Henry,Martin,NSW,Sydney,2023-03-21,Regular
C01777,Henry,Nguyen,SA,Adelaide,2023-10-31,Regular
C01778,Lucas,Robinson,VIC,Melbourne,2021-12-16,Premium
C01779,Ethan,Nguyen,QLD,Gold Coast,2023-04-10,Regular
